id,name,status,dup_predict,dup_train,Prediction,AD,Confidence
DB00520,Caspofungin,approved,,,Inactive,,0.64
DB00521,Carteolol,approved,,,Inactive,Inactive,0.82
DB00522,Bentiromide,"investigational,withdrawn",,,Inactive,,0.67
DB00523,Alitretinoin,"approved,investigational",,,Inactive,Inactive,0.85
DB00524,Metolazone,approved,,,Inactive,,0.68
DB00525,Tolnaftate,"approved,investigational,vet_approved",,,Active,,0.55
DB00526,Oxaliplatin,"approved,investigational",,,Inactive,Inactive,0.77
DB00527,Cinchocaine,"approved,vet_approved",,,Inactive,Inactive,0.73
DB00528,Lercanidipine,"approved,investigational",,,Inactive,,0.58
DB00529,Foscarnet,approved,,,Inactive,Inactive,0.75
DB00530,Erlotinib,"approved,investigational",,,Inactive,Inactive,0.78
DB00531,Cyclophosphamide,"approved,investigational",,,Inactive,Inactive,0.73
DB00532,Mephenytoin,"approved,investigational,withdrawn",,,Inactive,Inactive,0.9
DB00533,Rofecoxib,"approved,investigational,withdrawn",,,Inactive,Inactive,0.82
DB00534,Chlormerodrin,"approved,withdrawn",,,Inactive,Inactive,0.85
DB00535,Cefdinir,approved,,,Inactive,Inactive,0.7
DB00536,Guanidine,approved,,,Inactive,Inactive,0.84
DB00537,Ciprofloxacin,"approved,investigational",,,Inactive,,0.53
DB00538,Gadoversetamide,"approved,investigational",,,Inactive,,0.65
DB00539,Toremifene,"approved,investigational",,,Inactive,,0.62
DB00540,Nortriptyline,approved,,,Inactive,Inactive,0.79
DB00541,Vincristine,"approved,investigational",,,Inactive,,0.52
DB00542,Benazepril,"approved,investigational",,,Inactive,,0.65
DB00543,Amoxapine,approved,,,Inactive,Inactive,0.76
DB00544,Fluorouracil,approved,,,Inactive,Inactive,0.75
DB00545,Pyridostigmine,"approved,investigational",,,Inactive,,0.67
DB00546,Adinazolam,experimental,,,Inactive,Inactive,0.74
DB00547,Desoximetasone,approved,,,Inactive,Inactive,0.71
DB00548,Azelaic acid,approved,,,Inactive,Inactive,0.76
DB00549,Zafirlukast,"approved,investigational",,,Inactive,,0.58
DB00550,Propylthiouracil,"approved,investigational",,,Inactive,Inactive,0.84
DB00551,Acetohydroxamic acid,approved,,,Inactive,Inactive,0.84
DB00552,Pentostatin,"approved,investigational",,,Inactive,Inactive,0.75
DB00553,Methoxsalen,approved,,,Inactive,Inactive,0.79
DB00554,Piroxicam,"approved,investigational",,,Inactive,Inactive,0.82
DB00555,Lamotrigine,"approved,investigational",,,Inactive,,0.64
DB00556,Perflutren,approved,,,Inactive,Inactive,0.83
DB00557,Hydroxyzine,approved,,,Inactive,Inactive,0.81
DB00558,Zanamivir,"approved,investigational",,,Inactive,Inactive,0.78
DB00559,Bosentan,"approved,investigational",,,Inactive,Inactive,0.74
DB00560,Tigecycline,approved,,,Inactive,,0.56
DB00561,Doxapram,"approved,vet_approved",,,Inactive,Inactive,0.75
DB00562,Benzthiazide,approved,,,Inactive,Inactive,0.77
DB00563,Methotrexate,approved,,,Active,,0.61
DB00564,Carbamazepine,"approved,investigational",,,Inactive,Inactive,0.87
DB00565,Cisatracurium,approved,,,Inactive,Inactive,0.71
DB00566,Succimer,approved,,,Inactive,Inactive,0.78
DB00567,Cephalexin,"approved,investigational,vet_approved",,,Inactive,Inactive,0.74
DB00568,Cinnarizine,"approved,investigational",,,Inactive,Inactive,0.82
DB00569,Fondaparinux,"approved,investigational",,,Active,,0.54
DB00570,Vinblastine,approved,,,Inactive,,0.54
DB00571,Propranolol,"approved,investigational",,,Inactive,,0.68
DB00572,Atropine,"approved,vet_approved",DB00424,,Inactive,Inactive,0.75
DB00573,Fenoprofen,approved,,,Inactive,Inactive,0.82
DB00574,Fenfluramine,"approved,illicit,investigational,withdrawn",,,Inactive,Inactive,0.8
DB00575,Clonidine,approved,,,Inactive,Inactive,0.74
DB00576,Sulfamethizole,"approved,investigational,vet_approved",,,Inactive,Inactive,0.9
DB00577,Valaciclovir,"approved,investigational",,,Inactive,,0.64
DB00578,Carbenicillin,"approved,investigational",,,Inactive,Inactive,0.79
DB00579,Mazindol,"approved,investigational",,,Inactive,Inactive,0.75
DB00580,Valdecoxib,"approved,investigational,withdrawn",,,Inactive,Inactive,0.86
DB00581,Lactulose,approved,,,Inactive,Inactive,0.71
DB00582,Voriconazole,approved,,,Inactive,,0.61
DB00583,Levocarnitine,"approved,investigational",,,Inactive,Inactive,0.89
DB00584,Enalapril,"approved,vet_approved",,,Inactive,,0.66
DB00585,Nizatidine,approved,,,Inactive,,0.68
DB00586,Diclofenac,"approved,vet_approved",,,Inactive,Inactive,0.73
DB00587,Cinalukast,experimental,,,Inactive,Inactive,0.8
DB00588,Fluticasone propionate,approved,,,Inactive,,0.62
DB00589,Lisuride,"approved,investigational",,,Inactive,,0.62
DB00590,Doxazosin,approved,,,Inactive,,0.64
DB00591,Fluocinolone acetonide,"approved,investigational,vet_approved",,,Inactive,,0.66
DB00592,Piperazine,"approved,vet_approved",,,Inactive,Inactive,0.82
DB00593,Ethosuximide,approved,,,Inactive,Inactive,0.9
DB00594,Amiloride,approved,,,Inactive,Inactive,0.84
DB00595,Oxytetracycline,"approved,investigational,vet_approved",,,Inactive,,0.66
DB00596,Ulobetasol,approved,,,Inactive,,0.6
DB00597,Gadoteridol,"approved,investigational",,,Inactive,Inactive,0.83
DB00598,Labetalol,approved,,,Inactive,Inactive,0.76
DB00599,Thiopental,"approved,vet_approved",,,Inactive,Inactive,0.82
DB00600,Monobenzone,approved,,,Inactive,Inactive,0.75
DB00601,Linezolid,"approved,investigational",,,Inactive,Inactive,0.79
DB00602,Ivermectin,"approved,investigational,vet_approved",,,Inactive,,0.62
DB00603,Medroxyprogesterone acetate,"approved,investigational",,,Inactive,,0.69
DB00604,Cisapride,"approved,investigational,withdrawn",,,Inactive,,0.66
DB00605,Sulindac,"approved,investigational",,,Inactive,,0.57
DB00606,Cyclothiazide,approved,,,Inactive,,0.65
DB00607,Nafcillin,"approved,investigational",,,Inactive,,0.68
DB00608,Chloroquine,"approved,investigational,vet_approved",,,Inactive,Inactive,0.71
DB00609,Ethionamide,approved,,,Inactive,Inactive,0.92
DB00610,Metaraminol,"approved,investigational",,,Inactive,Inactive,0.85
DB00611,Butorphanol,"approved,illicit,vet_approved",,,Inactive,Inactive,0.82
DB00612,Bisoprolol,approved,,,Inactive,Inactive,0.8
DB00613,Amodiaquine,"approved,investigational",,,Inactive,Inactive,0.7
DB00614,Furazolidone,"experimental,vet_approved",,,Inactive,Inactive,0.85
DB00615,Rifabutin,"approved,investigational",,,Inactive,,0.68
DB00616,Candoxatril,experimental,,,Inactive,,0.68
DB00617,Paramethadione,approved,,,Inactive,Inactive,0.88
DB00618,Demeclocycline,approved,,,Inactive,,0.68
DB00619,Imatinib,approved,,,Inactive,,0.54
DB00620,Triamcinolone,"approved,vet_approved",,,Inactive,,0.68
DB00621,Oxandrolone,"approved,investigational",,,Inactive,Inactive,0.7
DB00622,Nicardipine,"approved,investigational",,,Inactive,,0.64
DB00623,Fluphenazine,approved,,,Inactive,,0.62
DB00624,Testosterone,"approved,investigational",,,Inactive,,0.65
DB00625,Efavirenz,"approved,investigational",,,Inactive,Inactive,0.74
DB00626,Bacitracin,"approved,vet_approved",,,Active,,0.54
DB00627,Niacin,"approved,investigational,nutraceutical",,,Inactive,,0.56
DB00628,Clorazepic acid,"approved,illicit",,,Inactive,Inactive,0.88
DB00629,Guanabenz,"approved,investigational",,,Inactive,Inactive,0.78
DB00630,Alendronic acid,approved,,,Inactive,Inactive,0.81
DB00631,Clofarabine,"approved,investigational",,,Inactive,,0.56
DB00632,Docosanol,"approved,investigational",,,Inactive,Inactive,0.72
DB00633,Dexmedetomidine,"approved,vet_approved",,,Inactive,Inactive,0.92
DB00634,Sulfacetamide,approved,,,Inactive,Inactive,0.91
DB00635,Prednisone,"approved,vet_approved",,,Inactive,Inactive,0.78
DB00636,Clofibrate,"approved,investigational",,,Inactive,Inactive,0.88
DB00637,Astemizole,"approved,withdrawn",,,Inactive,,0.57
DB00638,Inulin,"approved,investigational,nutraceutical",,,Inactive,Inactive,0.7
DB00639,Butoconazole,approved,,,Inactive,Inactive,0.76
DB00640,Adenosine,"approved,investigational",,,Inactive,,0.69
DB00641,Simvastatin,approved,,,Inactive,Inactive,0.76
DB00642,Pemetrexed,"approved,investigational",,,Inactive,,0.6
DB00643,Mebendazole,"approved,vet_approved",,,Inactive,Inactive,0.81
DB00644,Gonadorelin,"approved,investigational,vet_approved",,,Active,,0.53
DB00645,Dyclonine,approved,,,Inactive,Inactive,0.8
DB00646,Nystatin,"approved,vet_approved",,,Inactive,,0.63
DB00647,Dextropropoxyphene,"approved,illicit,investigational,withdrawn",,,Inactive,Inactive,0.7
DB00648,Mitotane,approved,,,Inactive,Inactive,0.86
DB00649,Stavudine,"approved,investigational",,,Inactive,Inactive,0.84
DB00650,Leucovorin,approved,,,Inactive,,0.64
DB00651,Dyphylline,approved,,,Inactive,Inactive,0.79
DB00652,Pentazocine,"approved,vet_approved",,,Inactive,Inactive,0.9
DB00653,Magnesium sulfate,"approved,investigational,vet_approved",,,Inactive,Inactive,0.86
DB00654,Latanoprost,"approved,investigational",,,Inactive,,0.66
DB00655,Estrone,approved,,,Inactive,Inactive,0.84
DB00656,Trazodone,"approved,investigational",,,Inactive,Inactive,0.76
DB00657,Mecamylamine,"approved,investigational",,,Inactive,Inactive,0.79
DB00658,Sevelamer,approved,,,Inactive,Inactive,0.84
DB00659,Acamprosate,"approved,investigational",,,Inactive,Inactive,0.85
DB00660,Metaxalone,approved,,,Inactive,Inactive,0.81
DB00661,Verapamil,approved,,,Inactive,,0.66
DB00662,Trimethobenzamide,"approved,investigational",,,Inactive,,0.61
DB00663,Flumethasone,"approved,vet_approved",,,Inactive,,0.58
DB00664,Sulfametopyrazine,"approved,withdrawn",,,Inactive,Inactive,0.78
DB00665,Nilutamide,"approved,investigational",,,Inactive,Inactive,0.79
DB00666,Nafarelin,approved,,,Active,,0.68
DB00668,Epinephrine,"approved,vet_approved",,,Inactive,Inactive,0.82
DB00669,Sumatriptan,"approved,investigational",,,Inactive,,0.65
DB00670,Pirenzepine,approved,,,Inactive,Inactive,0.79
DB00671,Cefixime,"approved,investigational",,,Inactive,,0.66
DB00672,Chlorpropamide,"approved,investigational",,,Inactive,Inactive,0.9
DB00673,Aprepitant,"approved,investigational",,,Inactive,Inactive,0.7
DB00674,Galantamine,approved,,,Inactive,Inactive,0.75
DB00675,Tamoxifen,approved,,,Inactive,,0.62
DB00676,Benzyl benzoate,approved,,,Inactive,,0.68
DB00677,Isoflurophate,"approved,investigational,withdrawn",,,Inactive,Inactive,0.86
DB00678,Losartan,approved,,,Inactive,Inactive,0.79
DB00679,Thioridazine,"approved,withdrawn",,,Inactive,Inactive,0.86
DB00680,Moricizine,"approved,investigational,withdrawn",,,Inactive,,0.64
DB00681,Amphotericin B,"approved,investigational",,,Inactive,,0.58
DB00682,Warfarin,approved,,,Inactive,Inactive,0.78
DB00683,Midazolam,"approved,illicit",,,Inactive,Inactive,0.72
DB00684,Tobramycin,"approved,investigational",,,Inactive,,0.66
DB00685,Trovafloxacin,"approved,investigational,withdrawn",,,Active,,0.51
DB00686,Pentosan polysulfate,approved,,,Inactive,,0.66
DB00687,Fludrocortisone,"approved,investigational",,,Inactive,Inactive,0.76
DB00688,Mycophenolate mofetil,"approved,investigational",,,Inactive,,0.63
DB00689,Cephaloglycin,approved,,,Inactive,Inactive,0.71
DB00690,Flurazepam,"approved,illicit,investigational",,,Inactive,Inactive,0.79
DB00691,Moexipril,approved,,,Inactive,Inactive,0.71
DB00692,Phentolamine,approved,,,Inactive,,0.67
DB00693,Fluorescein,approved,,,Inactive,Inactive,0.73
DB00694,Daunorubicin,approved,,,Inactive,,0.65
DB00695,Furosemide,"approved,vet_approved",,,Inactive,,0.66
DB00696,Ergotamine,approved,,,Inactive,,0.67
DB00697,Tizanidine,"approved,investigational",,,Inactive,,0.59
DB00698,Nitrofurantoin,"approved,vet_approved",,,Inactive,Inactive,0.88
DB00699,Nicergoline,"approved,investigational",,,Active,,0.61
DB00700,Eplerenone,approved,,,Inactive,Inactive,0.7
DB00701,Amprenavir,"approved,investigational",,,Inactive,,0.56
DB00703,Methazolamide,approved,,,Inactive,Inactive,0.79
DB00704,Naltrexone,"approved,investigational,vet_approved",,,Inactive,Inactive,0.77
DB00705,Delavirdine,approved,,,Inactive,Inactive,0.75
DB00706,Tamsulosin,"approved,investigational",,,Inactive,Inactive,0.74
DB00708,Sufentanil,"approved,investigational",,,Inactive,,0.62
DB00709,Lamivudine,"approved,investigational",,,Inactive,Inactive,0.72
DB00710,Ibandronate,"approved,investigational",,,Inactive,,0.66
DB00711,Diethylcarbamazine,"approved,investigational,vet_approved",,,Inactive,Inactive,0.78
DB00712,Flurbiprofen,"approved,investigational",,,Inactive,Inactive,0.76
DB00713,Oxacillin,"approved,investigational",,,Inactive,Inactive,0.8
DB00714,Apomorphine,"approved,investigational",,,Inactive,Inactive,0.76
DB00715,Paroxetine,"approved,investigational",,,Inactive,,0.67
DB00716,Nedocromil,"approved,investigational",,,Inactive,,0.5
DB00717,Norethisterone,approved,,,Inactive,Inactive,0.74
DB00718,Adefovir dipivoxil,"approved,investigational",,,Inactive,Inactive,0.72
DB00719,Azatadine,approved,,,Inactive,Inactive,0.76
DB00720,Clodronic acid,"approved,investigational,vet_approved",,,Inactive,Inactive,0.8
DB00721,Procaine,"approved,investigational,vet_approved",,,Inactive,Inactive,0.76
DB00722,Lisinopril,"approved,investigational",,,Inactive,,0.67
DB00723,Methoxamine,"approved,investigational",,,Inactive,Inactive,0.88
DB00724,Imiquimod,"approved,investigational",,,Inactive,,0.66
DB00725,Homatropine methylbromide,approved,,,Inactive,Inactive,0.71
DB00726,Trimipramine,approved,,,Inactive,Inactive,0.7
DB00727,Nitroglycerin,"approved,investigational",,,Inactive,Inactive,0.86
DB00728,Rocuronium,approved,,,Inactive,,0.65
DB00730,Thiabendazole,"approved,vet_approved",,,Inactive,,0.68
DB00731,Nateglinide,"approved,investigational",,,Inactive,Inactive,0.74
DB00732,Atracurium besylate,approved,,,Inactive,Inactive,0.71
DB00733,Pralidoxime,"approved,vet_approved",,,Inactive,Inactive,0.92
DB00734,Risperidone,"approved,investigational",,,Inactive,,0.59
DB00735,Naftifine,approved,,,Inactive,,0.58
DB00736,Esomeprazole,"approved,investigational",,,Inactive,Inactive,0.7
DB00737,Meclizine,approved,,,Inactive,,0.69
DB00738,Pentamidine,"approved,investigational",,,Inactive,Inactive,0.76
DB00739,Hetacillin,"approved,vet_approved,withdrawn",,,Inactive,Inactive,0.79
DB00740,Riluzole,"approved,investigational",,,Inactive,Inactive,0.76
DB00741,Hydrocortisone,"approved,vet_approved",,,Inactive,Inactive,0.77
DB00742,Mannitol,"approved,investigational",,,Inactive,Inactive,0.83
DB00743,Gadobenic acid,"approved,investigational",,,Inactive,,0.58
DB00744,Zileuton,"approved,investigational,withdrawn",,,Inactive,,0.69
DB00745,Modafinil,"approved,investigational",,,Inactive,Inactive,0.88
DB00746,Deferoxamine,"approved,investigational",,,Inactive,,0.69
DB00747,Scopolamine,"approved,investigational",,,Inactive,Inactive,0.78
DB00748,Carbinoxamine,approved,,,Inactive,Inactive,0.8
DB00749,Etodolac,"approved,investigational,vet_approved",,,Inactive,Inactive,0.8
DB00750,Prilocaine,approved,,,Inactive,Inactive,0.9
DB00751,Epinastine,"approved,investigational",,,Inactive,Inactive,0.76
DB00752,Tranylcypromine,"approved,investigational",,,Inactive,Inactive,0.84
DB00753,Isoflurane,"approved,vet_approved",,,Inactive,Inactive,0.82
DB00754,Ethotoin,approved,,,Inactive,Inactive,0.8
DB00755,Tretinoin,"approved,investigational,nutraceutical",,,Inactive,Inactive,0.85
DB00756,Hexachlorophene,"approved,withdrawn",,,Inactive,Inactive,0.7
DB00757,Dolasetron,"approved,investigational",,,Inactive,,0.6
DB00758,Clopidogrel,approved,,,Inactive,Inactive,0.84
DB00759,Tetracycline,"approved,vet_approved",,,Inactive,,0.54
DB00760,Meropenem,"approved,investigational",,,Inactive,,0.55
DB00761,Potassium chloride,"approved,withdrawn",,,Inactive,Inactive,0.85
DB00762,Irinotecan,"approved,investigational",,,Inactive,,0.58
DB00763,Methimazole,approved,,,Inactive,Inactive,0.81
DB00764,Mometasone,experimental,,,Inactive,,0.65
DB00765,Metyrosine,approved,,,Inactive,Inactive,0.84
DB00766,Clavulanic acid,"approved,vet_approved",,,Inactive,Inactive,0.74
DB00767,Benzquinamide,withdrawn,,,Inactive,,0.54
DB00768,Olopatadine,approved,,,Inactive,,0.64
DB00769,Hydrocortamate,approved,,,Inactive,,0.66
DB00770,Alprostadil,"approved,investigational",,,Inactive,,0.6
DB00771,Clidinium,approved,,,Inactive,Inactive,0.87
DB00772,Malathion,"approved,investigational",,,Inactive,Inactive,0.73
DB00773,Etoposide,approved,,,Inactive,,0.68
DB00774,Hydroflumethiazide,"approved,investigational,withdrawn",,,Inactive,Inactive,0.71
DB00775,Tirofiban,approved,,,Inactive,Inactive,0.76
DB00776,Oxcarbazepine,approved,,,Inactive,Inactive,0.82
DB00777,Propiomazine,approved,,,Inactive,,0.67
DB00778,Roxithromycin,"approved,investigational,withdrawn",,,Inactive,,0.5
DB00779,Nalidixic acid,"approved,investigational",,,Inactive,,0.63
DB00780,Phenelzine,approved,,,Inactive,Inactive,0.84
DB00782,Propantheline,approved,,,Inactive,Inactive,0.9
DB00783,Estradiol,"approved,investigational,vet_approved",,,Inactive,Inactive,0.85
DB00784,Mefenamic acid,approved,,,Inactive,Inactive,0.71
DB00786,Marimastat,investigational,,,Inactive,Inactive,0.72
DB00787,Acyclovir,approved,,,Inactive,,0.65
DB00788,Naproxen,"approved,vet_approved",,,Inactive,Inactive,0.8
DB00789,Gadopentetic acid,approved,,,Inactive,Inactive,0.7
DB00790,Perindopril,approved,,,Inactive,Inactive,0.74
DB00791,Uracil mustard,approved,,,Inactive,,0.68
DB00792,Tripelennamine,"approved,vet_approved",,,Inactive,Inactive,0.72
DB00793,Haloprogin,"approved,withdrawn",,,Inactive,Inactive,0.73
DB00794,Primidone,"approved,vet_approved",,,Inactive,Inactive,0.82
DB00795,Sulfasalazine,approved,,,Inactive,,0.65
DB00796,Candesartan cilexetil,approved,,,Inactive,,0.59
DB00797,Tolazoline,"approved,vet_approved",,,Inactive,Inactive,0.72
DB00798,Gentamicin,"approved,vet_approved",,,Inactive,,0.65
DB00799,Tazarotene,"approved,investigational",,,Inactive,Inactive,0.7
DB00800,Fenoldopam,approved,,,Inactive,Inactive,0.7
DB00801,Halazepam,"approved,illicit,withdrawn",,,Inactive,Inactive,0.77
DB00802,Alfentanil,"approved,illicit",,,Inactive,,0.6
DB00803,Colistin,approved,,,Inactive,,0.56
DB00804,Dicyclomine,approved,,,Inactive,,0.68
DB00805,Minaprine,approved,,,Inactive,Inactive,0.74
DB00806,Pentoxifylline,"approved,investigational",,,Inactive,Inactive,0.74
DB00807,Proparacaine,"approved,vet_approved",,,Inactive,Inactive,0.74
DB00808,Indapamide,approved,,,Inactive,Inactive,0.75
DB00809,Tropicamide,"approved,investigational",,,Inactive,Inactive,0.71
DB00810,Biperiden,"approved,investigational",,,Inactive,Inactive,0.71
DB00811,Ribavirin,approved,,,Inactive,Inactive,0.82
DB00812,Phenylbutazone,"approved,vet_approved",,,Inactive,,0.63
DB00813,Fentanyl,"approved,illicit,investigational,vet_approved",,,Inactive,,0.59
DB00814,Meloxicam,"approved,vet_approved",,,Inactive,Inactive,0.84
DB00815,Sodium lauryl sulfate,experimental,,,Inactive,Inactive,0.77
DB00816,Orciprenaline,approved,,,Inactive,Inactive,0.85
DB00817,Rosoxacin,"approved,investigational",,,Inactive,,0.52
DB00818,Propofol,"approved,investigational,vet_approved",,,Inactive,Inactive,0.88
DB00819,Acetazolamide,"approved,vet_approved",,,Inactive,Inactive,0.8
